,PLAYER,10to15FREQ,10to15DFGM,10to15DFGA,10to15DFG%
0,DeMarcus Cousins,7.099999999999994,0.5999999999999996,1.1999999999999993,0.5
1,Anthony Davis,6.400000000000006,0.2999999999999998,1.1000000000000005,0.27272727272727243
2,Clint Capela,5.700000000000003,0.2999999999999998,0.8999999999999986,0.33333333333333365
3,Nikola Jokic,7.200000000000003,0.5000000000000009,1.200000000000001,0.416666666666667
4,Rudy Gobert,10.599999999999998,0.5999999999999996,1.700000000000002,0.35294117647058765
5,Karl-Anthony Towns,6.799999999999997,0.39999999999999947,1.0999999999999996,0.36363636363636326
6,Kristaps Porzingis,3.799999999999997,0.19999999999999973,0.5,0.39999999999999947
7,Al Horford,8.299999999999997,0.3999999999999999,1.3000000000000007,0.30769230769230743
8,Steven Adams,8.100000000000001,0.5000000000000004,1.3000000000000007,0.38461538461538475
9,Nikola Vucevic,7.800000000000004,0.5999999999999999,1.2000000000000002,0.49999999999999983
10,Jrue Holiday,8.0,0.30000000000000027,1.200000000000001,0.25
11,Joel Embiid,9.200000000000003,0.5,1.2000000000000002,0.41666666666666663
12,Paul Millsap,7.200000000000003,0.49999999999999956,0.9999999999999991,0.5
13,Draymond Green,7.399999999999999,0.3999999999999999,1.0,0.3999999999999999
14,Tobias Harris,7.5,0.40000000000000036,1.0,0.40000000000000036
15,Blake Griffin,8.699999999999996,0.5,1.2999999999999998,0.3846153846153847
16,Myles Turner,4.799999999999997,0.10000000000000053,0.7000000000000002,0.14285714285714357
17,Kemba Walker,13.299999999999997,0.8000000000000003,1.8000000000000007,0.4444444444444444
18,LaMarcus Aldridge,8.100000000000001,0.6000000000000001,1.1000000000000005,0.5454545454545453
19,Andrew Wiggins,8.199999999999996,0.3999999999999999,1.1000000000000005,0.36363636363636337
20,Luol Deng,-3.552713678800501e-15,0.0,0.0,
21,Jusuf Nurkic,6.5000000000000036,0.30000000000000027,0.7999999999999998,0.37500000000000044
22,Taj Gibson,5.799999999999997,0.20000000000000018,0.5999999999999996,0.3333333333333338
23,Thaddeus Young,7.799999999999997,0.3999999999999999,0.9999999999999991,0.40000000000000024
24,Andre Drummond,5.9999999999999964,0.20000000000000018,0.7000000000000002,0.2857142857142859
25,Marcin Gortat,8.100000000000001,0.3999999999999999,1.0,0.3999999999999999
26,James Harden,8.399999999999999,0.2999999999999998,1.0000000000000009,0.29999999999999954
27,Marc Gasol,5.399999999999999,0.19999999999999973,0.7000000000000006,0.2857142857142851
28,Giannis Antetokounmpo,7.699999999999996,0.30000000000000004,0.9000000000000004,0.33333333333333326
29,Enes Kanter,8.400000000000002,0.6000000000000008,1.0000000000000009,0.6000000000000002
30,Paul George,6.600000000000001,0.2999999999999994,0.8000000000000007,0.3749999999999989
31,Dragan Bender,6.100000000000001,0.30000000000000027,0.7999999999999989,0.37500000000000083
32,DeAndre Jordan,9.700000000000003,0.5000000000000002,1.1999999999999993,0.4166666666666671
33,Danilo Gallinari,6.699999999999996,0.3999999999999999,0.7999999999999998,0.5
34,Robin Lopez,7.300000000000004,0.3999999999999997,0.9000000000000004,0.4444444444444439
35,Derrick Favors,7.900000000000006,0.3999999999999999,0.9000000000000004,0.4444444444444442
36,Brook Lopez,8.399999999999999,0.40000000000000013,1.0,0.40000000000000013
37,Kevin Love,8.0,0.49999999999999956,0.9000000000000004,0.5555555555555548
38,Kevin Durant,7.0,0.2999999999999998,0.8000000000000007,0.37499999999999944
39,John Henson,8.8,0.40000000000000013,1.1000000000000005,0.3636363636363636
40,Jonas Valanciunas,9.300000000000004,0.4999999999999998,1.2000000000000006,0.41666666666666624
41,Robert Covington,8.900000000000006,0.30000000000000027,0.9999999999999991,0.30000000000000054
42,Al-Farouq Aminu,6.799999999999997,0.30000000000000027,0.8999999999999995,0.3333333333333338
43,Bradley Beal,6.800000000000004,0.30000000000000027,0.7999999999999989,0.37500000000000083
44,Ben Simmons,8.300000000000004,0.3999999999999999,1.0,0.3999999999999999
45,Lonzo Ball,8.0,0.3999999999999999,1.0,0.3999999999999999
46,Dario Saric,5.700000000000003,0.3999999999999999,0.7000000000000011,0.5714285714285704
47,Julius Randle,6.100000000000001,0.30000000000000004,0.7000000000000002,0.42857142857142855
48,Nikola Mirotic,5.399999999999999,0.30000000000000004,0.6000000000000005,0.4999999999999996
49,DeMarre Carroll,8.300000000000004,0.30000000000000027,0.9000000000000004,0.3333333333333335
50,Dwight Howard,10.199999999999996,0.5000000000000004,1.2000000000000006,0.4166666666666668
51,Josh Richardson,9.0,0.30000000000000027,1.0000000000000009,0.3
52,Victor Oladipo,5.299999999999997,0.20000000000000018,0.5999999999999996,0.3333333333333338
53,LeBron James,6.299999999999997,0.2999999999999998,0.7000000000000002,0.4285714285714282
54,Aaron Gordon,8.799999999999997,0.19999999999999973,0.9000000000000004,0.22222222222222185
55,CJ McCollum,13.399999999999999,0.7000000000000006,1.4999999999999991,0.46666666666666734
56,Carmelo Anthony,7.0,0.3999999999999999,0.7999999999999998,0.5
57,Danny Green,9.200000000000003,0.40000000000000013,1.0,0.40000000000000013
58,Kris Dunn,7.099999999999994,0.19999999999999973,0.7999999999999998,0.24999999999999972
59,John Collins,5.399999999999999,0.19999999999999996,0.5999999999999996,0.3333333333333335
60,Brandon Ingram,6.099999999999994,0.30000000000000027,0.7000000000000002,0.4285714285714288
61,John Wall,9.799999999999997,0.40000000000000013,1.0000000000000009,0.3999999999999998
62,Kyle Lowry,12.0,0.5,1.3000000000000007,0.3846153846153844
63,Rondae Hollis-Jefferson,10.300000000000004,0.4999999999999998,1.0999999999999996,0.4545454545454545
64,Justin Holiday,6.899999999999999,0.2999999999999998,0.8000000000000007,0.37499999999999944
65,Kyle Kuzma,6.5,0.3000000000000005,0.7000000000000011,0.4285714285714286
66,Michael Kidd-Gilchrist,8.300000000000004,0.3999999999999999,1.0,0.3999999999999999
67,Domantas Sabonis,6.299999999999997,0.2999999999999996,0.7000000000000011,0.4285714285714273
68,Jakob Poeltl,6.799999999999994,0.19999999999999973,0.7000000000000002,0.28571428571428525
69,Devin Booker,8.000000000000007,0.30000000000000027,0.7999999999999998,0.37500000000000044
70,Lauri Markkanen,6.300000000000004,0.2999999999999998,0.5999999999999988,0.5000000000000008
71,Jimmy Butler,7.600000000000001,0.30000000000000027,0.7999999999999989,0.37500000000000083
72,Hassan Whiteside,6.199999999999996,0.19999999999999973,0.6999999999999997,0.2857142857142854
73,Harrison Barnes,8.700000000000003,0.40000000000000036,0.8999999999999995,0.4444444444444451
74,Tim Hardaway Jr.,9.199999999999996,0.40000000000000036,0.9999999999999991,0.4000000000000007
75,Willie Cauley-Stein,6.600000000000001,0.30000000000000027,0.6999999999999993,0.4285714285714294
76,Khris Middleton,6.099999999999994,0.20000000000000018,0.6999999999999993,0.28571428571428625
77,Serge Ibaka,7.0,0.30000000000000027,0.7999999999999998,0.37500000000000044
78,Tyrone Wallace,7.800000000000004,0.40000000000000036,0.7999999999999998,0.5000000000000006
79,Dion Waiters,7.199999999999996,0.19999999999999973,0.6999999999999993,0.28571428571428564
80,Dillon Brooks,8.5,0.19999999999999973,0.8999999999999995,0.22222222222222207
81,Andre Roberson,7.100000000000001,0.20000000000000018,0.6999999999999993,0.28571428571428625
82,Dewayne Dedmon,6.600000000000001,0.30000000000000004,0.6999999999999993,0.42857142857142905
83,Elfrid Payton,11.599999999999994,0.5999999999999996,1.2000000000000002,0.4999999999999996
84,Jamal Murray,10.400000000000006,0.5,1.1000000000000005,0.4545454545454543
85,Dennis Smith Jr.,6.5,0.3999999999999999,0.6999999999999993,0.5714285714285718
86,Corey Brewer,5.299999999999997,0.09999999999999964,0.5000000000000009,0.19999999999999893
87,Corey Brewer,10.100000000000001,1.9999999999999996,4.300000000000001,0.46511627906976727
88,Corey Brewer,0.5999999999999943,0.5999999999999996,1.9000000000000012,0.3157894736842101
89,Corey Brewer,5.399999999999999,2.4999999999999996,5.700000000000001,0.43859649122807004
90,Klay Thompson,7.899999999999999,0.30000000000000027,0.8000000000000007,0.375
91,Patrick Beverley,13.099999999999994,0.8000000000000003,1.3000000000000007,0.6153846153846153
92,Damian Lillard,13.399999999999999,0.5999999999999996,1.3000000000000007,0.461538461538461
93,Tristan Thompson,9.399999999999999,0.5,1.0,0.5
94,Dennis Schroder,8.799999999999997,0.3999999999999999,0.9000000000000004,0.4444444444444442
95,Alex Len,6.200000000000006,0.30000000000000004,0.7000000000000006,0.42857142857142827
96,Chris Paul,9.100000000000001,0.4000000000000006,0.8999999999999995,0.44444444444444536
97,Pau Gasol,9.5,0.3999999999999997,0.9999999999999996,0.39999999999999986
98,Jarrett Allen,10.0,0.40000000000000036,0.9999999999999996,0.4000000000000005
99,Tyler Johnson,8.899999999999999,0.3999999999999999,0.8999999999999995,0.4444444444444446
100,Eric Bledsoe,8.399999999999999,0.2999999999999998,0.7999999999999998,0.37499999999999983
101,Tyson Chandler,7.600000000000001,0.19999999999999973,0.7999999999999994,0.24999999999999986
102,Markieff Morris,5.600000000000001,0.20000000000000018,0.4999999999999991,0.4000000000000011
103,Marquese Chriss,4.600000000000001,0.30000000000000027,0.5,0.6000000000000005
104,Taurean Prince,8.5,0.3999999999999999,0.8999999999999995,0.4444444444444446
105,Josh Hart,8.399999999999999,0.3999999999999997,0.7999999999999998,0.4999999999999997
106,Mike Conley,10.100000000000009,0.19999999999999973,1.0000000000000009,0.19999999999999957
107,E'Twaun Moore,10.399999999999999,0.3999999999999999,1.0,0.3999999999999999
108,Aron Baynes,10.599999999999998,0.40000000000000013,1.0000000000000009,0.3999999999999998
109,Austin Rivers,10.200000000000003,0.2999999999999998,1.0000000000000009,0.29999999999999954
110,Kelly Olynyk,8.400000000000006,0.2999999999999998,0.8000000000000007,0.37499999999999944
111,James Johnson,6.799999999999997,0.30000000000000027,0.7000000000000002,0.4285714285714288
112,PJ Tucker,7.200000000000003,0.40000000000000013,0.8000000000000007,0.4999999999999997
113,Caris LeVert,8.799999999999997,0.40000000000000036,0.7999999999999989,0.5000000000000011
114,Donovan Mitchell,9.5,0.2999999999999998,0.8999999999999995,0.3333333333333333
115,Cory Joseph,7.400000000000006,0.2999999999999998,0.6999999999999993,0.42857142857142877
116,Frank Kaminsky,6.5,0.2999999999999998,0.6999999999999993,0.42857142857142877
117,De'Aaron Fox,5.200000000000003,0.20000000000000018,0.5,0.40000000000000036
118,Dirk Nowitzki,6.399999999999999,0.20000000000000018,0.6999999999999993,0.28571428571428625
119,Jeff Green,5.600000000000001,0.09999999999999987,0.5,0.19999999999999973
120,Mike Muscala,5.700000000000003,0.20000000000000018,0.5,0.40000000000000036
121,Zach Randolph,5.399999999999999,0.20000000000000018,0.5,0.40000000000000036
122,Malcolm Brogdon,8.299999999999997,0.2999999999999998,0.7000000000000002,0.4285714285714282
123,Justise Winslow,7.300000000000004,0.1999999999999995,0.6999999999999993,0.2857142857142853
124,Ersan Ilyasova,6.200000000000003,0.19999999999999973,0.6000000000000005,0.3333333333333326
125,Evan Fournier,7.899999999999999,0.19999999999999973,0.6999999999999993,0.28571428571428564
126,Jeff Teague,9.100000000000001,0.40000000000000036,0.7999999999999998,0.5000000000000006
127,Greg Monroe,6.500000000000007,0.30000000000000016,0.6000000000000001,0.5000000000000002
128,Otto Porter Jr.,5.0,0.20000000000000018,0.5,0.40000000000000036
129,Larry Nance Jr.,7.600000000000001,0.2999999999999996,0.7000000000000006,0.4285714285714276
130,Jaylen Brown,8.399999999999991,0.19999999999999996,0.8000000000000007,0.24999999999999972
131,Wilson Chandler,8.399999999999999,0.2999999999999998,0.7999999999999998,0.37499999999999983
132,Ricky Rubio,11.200000000000003,0.3999999999999999,1.1000000000000005,0.36363636363636337
133,Kyrie Irving,11.300000000000004,0.4999999999999998,1.0,0.4999999999999998
134,Mason Plumlee,8.900000000000006,0.20000000000000018,0.8000000000000007,0.25
135,Tyler Zeller,9.5,0.2999999999999998,0.8000000000000007,0.37499999999999944
136,Dwight Powell,6.899999999999999,0.1999999999999995,0.7000000000000011,0.2857142857142846
137,Will Barton,7.700000000000003,0.30000000000000027,0.8000000000000007,0.375
138,Jae Crowder,7.0,0.2999999999999998,0.5999999999999996,0.5
139,Bojan Bogdanovic,7.299999999999997,0.19999999999999973,0.5999999999999988,0.3333333333333336
140,Kentavious Caldwell-Pope,8.300000000000004,0.3999999999999999,0.6999999999999993,0.5714285714285718
141,Denzel Valentine,5.199999999999996,0.20000000000000018,0.4999999999999991,0.4000000000000011
142,Marvin Williams,7.5,0.2999999999999998,0.6999999999999993,0.42857142857142877
143,Buddy Hield,6.700000000000003,0.3000000000000005,0.5999999999999988,0.5000000000000019
144,Skal Labissiere,3.299999999999997,0.10000000000000053,0.399999999999999,0.25000000000000194
145,David Nwaba,6.100000000000001,0.2999999999999998,0.4999999999999991,0.6000000000000008
146,Isaiah Thomas,9.300000000000004,0.19999999999999996,0.8999999999999995,0.2222222222222223
147,Ish Smith,10.600000000000009,0.2999999999999996,0.8999999999999995,0.3333333333333331
148,Ryan Anderson,8.200000000000003,0.3999999999999999,0.6999999999999993,0.5714285714285718
149,TJ Warren,7.699999999999996,0.2999999999999996,0.5999999999999996,0.4999999999999996
150,Luc Mbah a Moute,7.599999999999994,0.20000000000000018,0.5999999999999996,0.3333333333333338
151,Marcus Morris,7.0,0.20000000000000018,0.5999999999999996,0.3333333333333338
152,Jeremy Lin,0.0,0.0,0.0,
153,Marquis Teague,3.700000000000003,0.40000000000000036,0.2999999999999998,1.3333333333333353
154,Xavier Rathan-Mayes,6.700000000000003,-4.440892098500626e-16,0.6000000000000005,-7.40148683083437e-16
155,Jarell Martin,7.5,0.19999999999999973,0.6000000000000005,0.3333333333333326
156,Jonathon Simmons,6.600000000000001,0.2999999999999998,0.5,0.5999999999999996
157,Avery Bradley,8.0,0.3999999999999999,0.7000000000000011,0.5714285714285704
158,Spencer Dinwiddie,11.900000000000006,0.3999999999999999,1.1000000000000005,0.36363636363636337
159,Reggie Jackson,8.900000000000006,0.2999999999999998,0.8000000000000007,0.37499999999999944
160,Kent Bazemore,10.5,0.3999999999999999,0.9000000000000004,0.4444444444444442
161,Thon Maker,4.700000000000003,0.20000000000000007,0.4000000000000008,0.49999999999999917
162,Jeremy Lamb,5.700000000000003,0.20000000000000018,0.5000000000000009,0.39999999999999963
163,Mario Hezonja,6.299999999999997,0.19999999999999996,0.5000000000000009,0.3999999999999992
164,Milos Teodosic,7.800000000000004,0.30000000000000027,0.5999999999999988,0.5000000000000014
165,Wesley Matthews,11.300000000000004,0.5,0.8999999999999995,0.5555555555555559
166,Joe Ingles,11.099999999999994,0.3999999999999999,0.8999999999999995,0.4444444444444446
167,Reggie Bullock,7.800000000000004,0.30000000000000004,0.5999999999999988,0.5000000000000011
168,Dejounte Murray,8.799999999999997,0.30000000000000004,0.7999999999999998,0.37500000000000017
169,Marcus Smart,6.199999999999996,0.30000000000000004,0.5999999999999988,0.5000000000000011
170,MarShon Brooks,7.700000000000003,0.2999999999999998,0.6999999999999993,0.42857142857142877
171,Aaron Harrison,9.0,0.30000000000000027,0.8999999999999986,0.33333333333333415
172,Anthony Tolliver,8.300000000000004,0.30000000000000027,0.7000000000000002,0.4285714285714288
173,JaMychal Green,7.200000000000003,0.2999999999999998,0.5999999999999996,0.5
174,Yogi Ferrell,10.5,0.5000000000000004,0.8999999999999995,0.5555555555555564
175,George Hill,5.600000000000001,0.19999999999999996,0.5,0.3999999999999999
176,Evan Turner,11.399999999999999,0.30000000000000027,1.0,0.30000000000000027
177,Trey Lyles,5.5,0.30000000000000004,0.49999999999999956,0.6000000000000006
178,Montrezl Harrell,6.100000000000001,0.19999999999999973,0.49999999999999956,0.3999999999999998
179,Stephen Curry,8.599999999999994,0.30000000000000004,0.7000000000000002,0.42857142857142855
180,Nemanja Bjelica,6.100000000000001,0.19999999999999996,0.5,0.3999999999999999
181,Terrence Ross,6.299999999999997,0.0,0.5,0.0
182,Courtney Lee,7.699999999999996,0.2999999999999998,0.5999999999999996,0.5
183,Allen Crabbe,10.900000000000006,0.40000000000000013,0.9000000000000004,0.4444444444444444
184,Jonathan Isaac,5.700000000000003,0.19999999999999973,0.40000000000000036,0.4999999999999989
185,Goran Dragic,10.0,0.30000000000000004,0.7999999999999998,0.37500000000000017
186,Bogdan Bogdanovic,6.299999999999997,0.20000000000000018,0.5,0.40000000000000036
187,Jabari Parker,5.799999999999997,0.40000000000000013,0.40000000000000036,0.9999999999999994
188,Tyreke Evans,6.300000000000004,0.10000000000000009,0.5,0.20000000000000018
189,Gary Harris,10.299999999999997,0.40000000000000036,0.9000000000000004,0.44444444444444464
190,Michael Beasley,5.899999999999999,0.19999999999999996,0.40000000000000124,0.49999999999999833
191,Lou Williams,8.099999999999994,0.20000000000000018,0.7000000000000002,0.2857142857142859
192,Wesley Johnson,6.600000000000001,0.19999999999999973,0.5000000000000009,0.39999999999999875
193,Maxi Kleber,7.699999999999996,0.30000000000000027,0.600000000000001,0.4999999999999996
194,Kyle O'Quinn,6.299999999999997,0.2999999999999998,0.600000000000001,0.4999999999999989
195,Kelly Oubre Jr.,5.799999999999997,0.09999999999999987,0.5000000000000009,0.19999999999999937
196,Tony Snell,6.899999999999999,0.19999999999999996,0.6000000000000005,0.333333333333333
197,Joe Harris,8.399999999999999,0.30000000000000004,0.7000000000000002,0.42857142857142855
198,Bismack Biyombo,6.399999999999999,0.20000000000000007,0.4999999999999991,0.40000000000000085
199,Jarrett Jack,7.799999999999997,0.2999999999999998,0.5999999999999988,0.5000000000000008
200,Damion Lee,9.0,0.30000000000000004,0.6999999999999993,0.42857142857142905
201,Nicolas Batum,8.999999999999993,0.19999999999999973,0.6999999999999993,0.28571428571428564
202,Dante Cunningham,9.600000000000001,0.40000000000000036,0.7999999999999998,0.5000000000000006
203,Russell Westbrook,7.899999999999999,0.30000000000000004,0.6999999999999993,0.42857142857142905
204,Jayson Tatum,5.5,0.19999999999999996,0.4999999999999991,0.40000000000000063
205,Josh Jackson,8.100000000000001,0.3999999999999997,0.5999999999999996,0.6666666666666665
206,Rudy Gay,5.900000000000006,0.19999999999999996,0.40000000000000036,0.49999999999999944
207,JR Smith,5.400000000000006,0.19999999999999973,0.40000000000000036,0.4999999999999989
208,Ed Davis,6.500000000000007,0.20000000000000007,0.4999999999999991,0.40000000000000085
209,Trevor Ariza,6.100000000000001,0.2999999999999996,0.4999999999999991,0.6000000000000003
210,Kyle Anderson,8.200000000000003,0.3999999999999999,0.6999999999999997,0.5714285714285715
211,Stanley Johnson,7.399999999999999,0.20000000000000018,0.5,0.40000000000000036
212,Darius Miller,9.900000000000006,0.40000000000000013,0.7000000000000002,0.5714285714285715
213,Gorgui Dieng,7.399999999999999,0.1999999999999995,0.49999999999999956,0.39999999999999936
214,Garrett Temple,4.599999999999994,0.10000000000000009,0.39999999999999947,0.25000000000000056
215,Andre Ingram,6.200000000000003,0.0,0.5,0.0
216,Jamil Wilson,13.399999999999999,0.19999999999999996,1.0000000000000004,0.19999999999999987
217,Emeka Okafor,11.600000000000001,0.5,0.8999999999999999,0.5555555555555556
218,Jordan Bell,5.600000000000001,0.19999999999999996,0.3999999999999999,0.5
219,Ivan Rabb,3.3000000000000043,0.09999999999999964,0.2999999999999998,0.33333333333333237
220,Daniel Theis,6.199999999999996,0.0,0.5000000000000009,0.0
221,Jerryd Bayless,11.700000000000003,0.4999999999999998,0.9000000000000004,0.5555555555555551
222,Nerlens Noel,5.699999999999996,0.30000000000000004,0.3999999999999999,0.7500000000000003
223,JJ Redick,11.399999999999999,0.40000000000000013,0.7999999999999998,0.5000000000000003
224,Kyle Korver,7.399999999999999,0.20000000000000018,0.4999999999999991,0.4000000000000011
225,Darren Collison,9.900000000000006,0.4999999999999998,0.8000000000000007,0.6249999999999992
226,Andrew Harrison,9.799999999999997,0.19999999999999996,0.7000000000000002,0.2857142857142856
227,Bobby Portis,7.199999999999996,0.30000000000000004,0.6000000000000005,0.4999999999999996
228,Zaza Pachulia,6.699999999999996,0.09999999999999987,0.40000000000000036,0.24999999999999944
229,Kevon Looney,6.299999999999997,0.30000000000000027,0.49999999999999956,0.6000000000000011
230,Thabo Sefolosha,8.600000000000001,0.30000000000000027,0.7000000000000002,0.4285714285714288
231,Terry Rozier,10.899999999999999,0.20000000000000018,0.9000000000000004,0.22222222222222232
232,Eric Gordon,8.699999999999996,0.20000000000000018,0.7000000000000002,0.2857142857142859
233,Dwyane Wade,7.5,0.30000000000000004,0.4999999999999991,0.6000000000000012
234,Miles Plumlee,9.099999999999998,0.20000000000000018,0.6999999999999997,0.2857142857142861
235,Cameron Payne,5.5,0.10000000000000009,0.39999999999999947,0.25000000000000056
236,D'Angelo Russell,9.899999999999999,0.2999999999999998,0.7999999999999994,0.37500000000000006
237,Gerald Green,5.599999999999994,0.2000000000000004,0.3999999999999999,0.5000000000000011
238,Jerami Grant,5.100000000000001,0.10000000000000031,0.40000000000000036,0.25000000000000056
239,Quincy Acy,8.5,0.30000000000000004,0.6000000000000001,0.5
240,Pascal Siakam,6.5,0.09999999999999987,0.5,0.19999999999999973
241,Jerian Grant,6.200000000000003,0.09999999999999987,0.5,0.19999999999999973
242,Khem Birch,6.399999999999999,0.10000000000000009,0.5,0.20000000000000018
243,Jordan Clarkson,8.399999999999999,0.19999999999999996,0.6000000000000005,0.333333333333333
244,Luke Kornet,6.700000000000006,0.2999999999999996,0.5,0.5999999999999992
245,Kawhi Leonard,3.0,0.09999999999999998,0.20000000000000062,0.49999999999999833
246,C.J. Williams,6.399999999999999,0.19999999999999973,0.40000000000000036,0.4999999999999989
247,Tomas Satoransky,8.900000000000006,0.20000000000000018,0.7000000000000002,0.2857142857142859
248,Cristiano Felicio,8.400000000000006,0.2999999999999998,0.6000000000000005,0.4999999999999993
249,Kosta Koufos,6.799999999999997,0.09999999999999998,0.5000000000000009,0.1999999999999996
250,J.J. Barea,10.399999999999991,0.40000000000000036,0.7999999999999998,0.5000000000000006
251,Frank Ntilikina,7.899999999999999,0.0,0.6000000000000005,0.0
252,Amir Johnson,8.299999999999994,0.19999999999999984,0.6000000000000001,0.33333333333333304
253,DeMar DeRozan,11.700000000000003,0.3999999999999999,0.7999999999999998,0.5
254,Andre Iguodala,7.199999999999996,0.19999999999999996,0.5999999999999996,0.3333333333333335
255,Joe Johnson,7.5,0.10000000000000009,0.5000000000000004,0.2
256,Rodney Hood,7.899999999999999,0.20000000000000018,0.6000000000000005,0.3333333333333333
